e01.wav	Hola, quería confirmar la reunión de mañana por la tarde en la oficina.
e02.wav	Los resultados del trimestre son buenos, los ingresos subieron y la cancelación bajó.
e03.wav	Por favor envía la factura al departamento de contabilidad antes del viernes.
e04.wav	Creo que el problema está entre la captura de audio y el búfer circular.
e05.wav	Añade leche, huevos, pan de masa madre y dos aguacates a la lista de compras.
e06.wav	El vuelo sale de Madrid por la mañana y llega a Buenos Aires por la noche.
e07.wav	Vamos a programar la revisión de diseño para el miércoles en la sala grande.
e08.wav	El modelo nuevo reduce la latencia y mantiene la precisión sin cambios.
e09.wav	Estimado equipo, gracias por el esfuerzo increíble en el lanzamiento de esta semana.
e10.wav	Abre configuración, luego privacidad y seguridad, después micrófono, y activa el acceso.
e11.wav	La receta necesita dos tazas de harina, una cucharadita de bicarbonato y una pizca de sal.
e12.wav	Honestamente, lo más rápido es revertir el cambio y revisarlo el lunes con calma.
e13.wav	Las claves de cifrado viven en el llavero y la base de datos nunca se guarda en texto plano.
e14.wav	El tren a Barcelona sale del andén nueve y tarda unas tres horas en llegar.
e15.wav	Necesito reservar una mesa para cuatro personas el sábado por la noche cerca de la playa.
